Pptno,Gender,Age,NoTargets,TrialType,Hits,FA,Misses,TrialLength,ExpCond,TotalErrors
320,1,20,8,3,0,1,8,37.361725,Genuine,9
320,1,20,4,1,2,3,2,55.628969,Genuine,5
320,1,20,8,2,6,0,2,37.053765,Genuine,2
319,2,19,8,3,2,3,6,31.081982,Genuine,9
319,2,19,4,1,1,5,3,26.007951,Genuine,8
319,2,19,8,2,0,5,8,32.248153,Genuine,13
319,2,19,4,2,1,5,3,33.256798,Genuine,8
319,2,19,4,1,3,1,1,20.520377,Genuine,2
319,2,19,6,2,4,5,2,21.97245,Genuine,7
319,2,19,4,3,2,4,2,30.438796,Genuine,6
319,2,19,6,2,5,1,1,21.726664,Genuine,2
319,2,19,4,3,0,2,4,27.186744,Genuine,6
319,2,19,4,1,1,5,3,32.524417,Genuine,8
319,2,19,6,1,4,2,2,20.497347,Genuine,4
319,2,19,8,2,5,4,3,25.830095,Genuine,7
319,2,19,8,3,3,2,5,25.013905,Genuine,7
319,2,19,8,1,4,4,4,23.638555,Genuine,8
319,2,19,8,1,6,3,2,38.893871,Genuine,5
319,2,19,6,3,5,6,1,31.891966,Genuine,7
319,2,19,6,3,3,5,3,43.145273,Genuine,8
319,2,19,6,2,4,4,2,28.757879,Genuine,6
318,1,20,4,2,3,2,1,28.765158,Genuine,3
318,1,20,8,2,4,1,4,35.76725,Genuine,5
318,1,20,4,1,3,0,1,33.265155,Genuine,1
318,1,20,8,3,1,2,7,40.856527,Genuine,9
318,1,20,4,1,2,3,2,45.719788,Genuine,5
318,1,20,6,1,4,1,2,23.524707,Genuine,3
318,1,20,4,3,0,5,4,28.465525,Genuine,9
318,1,20,8,2,7,0,1,30.727517,Genuine,1
318,1,20,4,3,1,3,3,43.419757,Genuine,6
318,1,20,6,2,2,1,4,32.741098,Genuine,5
318,1,20,8,2,8,1,0,41.440187,Genuine,1
318,1,20,8,3,3,5,5,55.095995,Genuine,10
318,1,20,4,1,0,3,4,41.998369,Genuine,7
318,1,20,6,1,3,0,3,36.560314,Genuine,3
318,1,20,6,1,5,0,1,45.786658,Genuine,1
318,1,20,8,3,1,2,7,33.0525,Genuine,9
318,1,20,6,2,0,5,6,45.907929,Genuine,11
318,1,20,6,3,3,1,3,48.337268,Genuine,4
317,2,18,4,2,1,0,3,24.562529,Genuine,3
317,2,18,8,3,5,0,3,30.52509,Genuine,3
317,2,18,6,1,0,2,6,26.712069,Genuine,8
317,2,18,4,1,1,3,3,34.349854,Genuine,6
317,2,18,6,1,0,4,6,29.072413,Genuine,10
317,2,18,6,1,2,1,4,31.637725,Genuine,5
317,2,18,8,1,0,2,8,25.845174,Genuine,10
317,2,18,4,3,1,4,3,26.259887,Genuine,7
317,2,18,8,2,8,0,0,29.274247,Genuine,0
317,2,18,4,2,3,4,1,30.445238,Genuine,5
317,2,18,6,3,2,2,4,27.652858,Genuine,6
317,2,18,8,3,4,0,4,37.626559,Genuine,4
317,2,18,6,1,5,1,1,33.394329,Genuine,2
317,2,18,4,3,2,5,2,43.563265,Genuine,7
317,2,18,8,2,6,0,2,29.821796,Genuine,2
317,2,18,6,2,2,1,4,34.909527,Genuine,5
317,2,18,8,2,6,1,2,27.162044,Genuine,3
317,2,18,4,3,1,5,3,42.636145,Genuine,8
316,1,19,6,1,0,4,6,31.702681,Genuine,10
316,1,19,6,3,4,0,2,43.643421,Genuine,2
316,1,19,6,1,5,3,1,28.610615,Genuine,4
316,1,19,6,3,3,1,3,48.860101,Genuine,4
316,1,19,8,3,5,2,3,60.706632,Genuine,5
316,1,19,8,2,8,1,0,49.552297,Genuine,1
316,1,19,6,3,1,0,5,69.610053,Genuine,5
316,1,19,4,1,2,0,2,42.659606,Genuine,2
316,1,19,6,2,5,1,1,25.723159,Genuine,2
316,1,19,4,3,2,4,2,71.685781,Genuine,6
316,1,19,8,3,3,3,5,107.43452,Genuine,8
316,1,19,8,1,5,0,3,57.043414,Genuine,3
316,1,19,8,1,7,0,1,38.363654,Genuine,1
316,1,19,4,1,2,0,2,44.269458,Genuine,2
316,1,19,4,2,3,0,1,42.955603,Genuine,1
316,1,19,4,2,0,1,4,53.862094,Genuine,5
316,1,19,4,2,3,0,1,52.693098,Genuine,1
316,1,19,8,2,8,0,0,45.682838,Genuine,0
315,1,18,6,2,3,1,3,33.820611,Genuine,4
315,1,18,6,2,2,0,4,53.746646,Genuine,4
315,1,18,8,2,5,3,3,48.194585,Genuine,6
315,1,18,4,1,2,3,2,48.65054,Genuine,5
315,1,18,8,3,8,0,0,55.030457,Genuine,0
315,1,18,8,1,8,4,0,61.478676,Genuine,4
315,1,18,6,3,5,3,1,126.82511,Genuine,4
315,1,18,6,1,0,0,6,21.772587,Genuine,6
315,1,18,6,3,6,0,0,94.732424,Genuine,0
315,1,18,4,2,3,2,1,61.199578,Genuine,3
315,1,18,8,2,0,0,8,10.694187,Genuine,8
315,1,18,4,1,4,0,0,79.009715,Genuine,0
315,1,18,8,3,4,3,4,119.77246,Genuine,7
315,1,18,4,3,2,3,2,81.945427,Genuine,5
315,1,18,8,1,5,0,3,62.433094,Genuine,3
315,1,18,4,3,2,2,2,43.710123,Genuine,4
315,1,18,6,1,1,5,5,49.952476,Genuine,10
315,1,18,4,2,0,3,4,51.040089,Genuine,7
314,1,27,6,1,1,0,5,24.571751,Genuine,5
314,1,27,4,2,1,1,3,32.662287,Genuine,4
314,1,27,4,2,0,2,4,38.500335,Genuine,6
314,1,27,4,1,1,0,3,6.0836612,Genuine,3
314,1,27,6,1,0,1,6,13.049057,Genuine,7
314,1,27,8,2,2,0,6,15.799875,Genuine,6
314,1,27,8,3,1,1,7,12.328938,Genuine,8
314,1,27,6,2,1,1,5,19.077225,Genuine,6
314,1,27,8,3,2,0,6,25.787403,Genuine,6
314,1,27,4,1,0,1,4,14.981389,Genuine,5
314,1,27,4,3,0,2,4,12.967041,Genuine,6
314,1,27,8,2,2,0,6,12.409224,Genuine,6
314,1,27,6,1,1,0,5,10.274544,Genuine,5
314,1,27,6,3,0,2,6,25.336457,Genuine,8
314,1,27,4,3,1,1,3,14.24416,Genuine,4
314,1,27,8,1,0,1,8,21.388175,Genuine,9
314,1,27,8,3,1,1,7,20.805485,Genuine,8
314,1,27,6,2,0,2,6,10.654767,Genuine,8
313,2,19,8,1,2,4,6,56.265998,Genuine,10
313,2,19,6,1,4,1,2,27.241334,Genuine,3
313,2,19,4,3,0,6,4,58.767249,Genuine,10
313,2,19,6,3,4,3,2,32.80299,Genuine,5
313,2,19,4,2,0,5,4,54.923195,Genuine,9
313,2,19,6,1,0,4,6,34.615996,Genuine,10
313,2,19,6,3,3,2,3,40.208074,Genuine,5
313,2,19,8,2,8,0,0,64.271852,Genuine,0
313,2,19,6,1,2,2,4,54.923426,Genuine,6
313,2,19,8,2,3,1,5,33.344081,Genuine,6
313,2,19,4,3,0,2,4,68.786598,Genuine,6
313,2,19,4,1,3,0,1,25.597184,Genuine,1
313,2,19,6,2,4,0,2,36.90955,Genuine,2
313,2,19,4,3,2,2,2,47.234355,Genuine,4
313,2,19,8,3,0,1,8,42.281554,Genuine,9
313,2,19,8,2,1,1,7,24.519509,Genuine,8
313,2,19,4,2,2,0,2,36.979406,Genuine,2
313,2,19,8,1,4,0,4,34.373398,Genuine,4
312,1,18,8,2,4,2,4,28.916945,Genuine,6
312,1,18,4,2,2,0,2,58.241343,Genuine,2
312,1,18,6,1,3,1,3,49.360745,Genuine,4
312,1,18,8,3,3,2,5,45.757295,Genuine,7
312,1,18,6,2,1,4,5,51.616984,Genuine,9
312,1,18,6,3,2,1,4,34.969416,Genuine,5
312,1,18,4,3,4,2,0,53.779801,Genuine,2
312,1,18,8,1,5,0,3,47.021942,Genuine,3
312,1,18,4,2,3,0,1,72.254276,Genuine,1
312,1,18,4,2,0,3,4,62.821877,Genuine,7
312,1,18,6,1,1,2,5,63.566741,Genuine,7
312,1,18,6,1,4,1,2,51.073656,Genuine,3
312,1,18,8,3,5,1,3,55.528413,Genuine,4
312,1,18,8,1,6,0,2,45.997063,Genuine,2
312,1,18,4,3,2,1,2,60.710033,Genuine,3
312,1,18,6,2,5,2,1,57.995432,Genuine,3
312,1,18,4,1,2,2,2,30.350117,Genuine,4
312,1,18,8,3,8,2,0,49.288681,Genuine,2
311,1,18,8,1,6,0,2,28.142839,Genuine,2
311,1,18,4,1,0,3,4,35.426178,Genuine,7
311,1,18,6,2,1,3,5,25.337921,Genuine,8
311,1,18,6,3,2,0,4,36.534115,Genuine,4
311,1,18,4,1,2,0,2,34.577711,Genuine,2
311,1,18,8,3,8,2,0,56.611143,Genuine,2
311,1,18,8,3,3,0,5,37.692389,Genuine,5
311,1,18,6,3,2,2,4,30.961885,Genuine,6
311,1,18,6,1,2,1,4,16.989024,Genuine,5
311,1,18,6,1,3,0,3,35.093966,Genuine,3
311,1,18,8,2,5,2,3,29.323348,Genuine,5
311,1,18,4,2,3,4,1,46.022972,Genuine,5
311,1,18,4,2,2,3,2,27.015609,Genuine,5
311,1,18,6,3,3,3,3,31.279454,Genuine,6
311,1,18,4,2,0,4,4,16.950026,Genuine,8
311,1,18,8,2,6,0,2,33.232182,Genuine,2
311,1,18,8,3,3,3,5,21.608005,Genuine,8
311,1,18,4,1,1,5,3,20.928754,Genuine,8
310,2,20,6,1,3,3,3,23.190428,Genuine,6
310,2,20,8,3,3,3,5,33.927616,Genuine,8
310,2,20,6,1,1,4,5,29.131052,Genuine,9
310,2,20,4,2,4,1,0,29.334958,Genuine,1
310,2,20,8,1,3,2,5,27.154145,Genuine,7
310,2,20,6,3,2,3,4,17.532816,Genuine,7
310,2,20,6,2,1,4,5,41.175856,Genuine,9
310,2,20,8,3,4,1,4,19.465569,Genuine,5
310,2,20,6,1,4,1,2,20.871468,Genuine,3
310,2,20,8,1,3,2,5,17.869294,Genuine,7
310,2,20,8,2,3,1,5,15.058998,Genuine,6
310,2,20,4,2,0,5,4,12.466011,Genuine,9
310,2,20,8,3,0,6,8,39.4387,Genuine,14
310,2,20,4,3,2,3,2,20.294213,Genuine,5
310,2,20,4,2,2,4,2,18.699427,Genuine,6
310,2,20,4,1,3,1,1,13.575869,Genuine,2
310,2,20,4,2,2,0,2,25.777104,Genuine,2
310,2,20,6,3,1,2,5,20.370824,Genuine,7
309,1,19,4,2,2,0,2,43.282281,Genuine,2
309,1,19,4,2,2,1,2,27.32848,Genuine,3
309,1,19,4,3,2,5,2,23.260013,Genuine,7
309,1,19,4,3,0,3,4,20.284249,Genuine,7
309,1,19,8,2,4,1,4,29.865276,Genuine,5
309,1,19,8,1,4,2,4,58.126594,Genuine,6
309,1,19,8,3,0,7,8,25.843671,Genuine,15
309,1,19,6,1,3,3,3,29.251157,Genuine,6
309,1,19,4,3,0,8,4,19.018253,Genuine,12
309,1,19,6,1,1,1,5,30.722053,Genuine,6
309,1,19,6,3,6,1,0,72.941092,Genuine,1
309,1,19,8,1,6,0,2,53.073107,Genuine,2
309,1,19,4,2,1,2,3,18.008155,Genuine,5
309,1,19,6,2,0,1,6,17.832976,Genuine,7
309,1,19,6,1,0,3,6,45.847743,Genuine,9
309,1,19,6,2,2,0,4,38.110765,Genuine,4
309,1,19,8,3,1,6,7,22.011844,Genuine,13
309,1,19,8,1,1,3,7,19.132762,Genuine,10
308,2,18,8,1,2,1,6,25.792218,Genuine,7
308,2,18,8,1,2,4,6,54.599407,Genuine,10
308,2,18,6,1,4,3,2,56.756851,Genuine,5
308,2,18,4,3,2,3,2,54.286031,Genuine,5
308,2,18,8,1,3,1,5,37.51263,Genuine,6
308,2,18,6,3,0,0,6,17.747305,Genuine,6
308,2,18,8,3,5,0,3,39.996988,Genuine,3
308,2,18,8,2,3,4,5,50.724326,Genuine,9
308,2,18,4,1,0,2,4,39.533299,Genuine,6
308,2,18,8,2,2,7,6,37.014489,Genuine,13
308,2,18,6,3,5,2,1,49.716343,Genuine,3
308,2,18,6,2,3,1,3,46.90284,Genuine,4
308,2,18,4,2,4,1,0,47.77688,Genuine,1
308,2,18,4,2,3,1,1,46.288474,Genuine,2
308,2,18,6,2,1,3,5,61.72392,Genuine,8
308,2,18,4,3,3,2,1,38.67669,Genuine,3
308,2,18,6,1,1,3,5,36.17654,Genuine,8
308,2,18,4,3,2,0,2,41.46442,Genuine,2
307,2,18,6,3,3,3,3,35.433406,Genuine,6
307,2,18,6,2,5,1,1,42.449741,Genuine,2
307,2,18,6,1,1,0,5,27.416016,Genuine,5
307,2,18,8,1,5,0,3,33.073491,Genuine,3
307,2,18,8,3,4,1,4,43.0237,Genuine,5
307,2,18,6,2,3,0,3,33.104652,Genuine,3
307,2,18,4,2,1,3,3,23.566351,Genuine,6
307,2,18,8,1,1,0,7,28.68871,Genuine,7
307,2,18,4,2,0,3,4,23.750255,Genuine,7
307,2,18,4,3,1,2,3,20.425383,Genuine,5
307,2,18,8,1,5,0,3,40.945071,Genuine,3
307,2,18,4,1,0,3,4,28.701735,Genuine,7
307,2,18,4,3,0,3,4,19.162642,Genuine,7
307,2,18,8,1,8,1,0,30.381375,Genuine,1
307,2,18,8,3,1,0,7,18.936079,Genuine,7
307,2,18,6,3,3,2,3,24.571013,Genuine,5
307,2,18,6,2,4,0,2,23.573446,Genuine,2
307,2,18,4,2,2,1,2,19.048374,Genuine,3
306,1,19,4,3,0,5,4,29.306388,Genuine,9
306,1,19,6,3,3,3,3,68.527356,Genuine,6
306,1,19,8,3,3,1,5,28.739985,Genuine,6
306,1,19,6,1,2,0,4,13.889564,Genuine,4
306,1,19,8,1,5,0,3,18.726709,Genuine,3
306,1,19,4,2,0,3,4,15.515121,Genuine,7
306,1,19,4,2,0,5,4,10.679498,Genuine,9
306,1,19,4,1,0,5,4,11.005886,Genuine,9
306,1,19,8,3,1,2,7,21.598764,Genuine,9
306,1,19,6,1,3,0,3,11.712118,Genuine,3
306,1,19,8,3,4,1,4,51.341045,Genuine,5
306,1,19,6,2,3,4,3,24.536908,Genuine,7
306,1,19,6,1,2,1,4,18.524621,Genuine,5
306,1,19,4,3,2,3,2,16.016958,Genuine,5
306,1,19,4,2,3,1,1,20.201131,Genuine,2
306,1,19,8,2,4,2,4,22.530106,Genuine,6
306,1,19,6,2,0,4,6,22.382627,Genuine,10
306,1,19,8,1,3,0,5,18.840723,Genuine,5
305,1,18,4,2,2,2,2,31.217403,Genuine,4
305,1,18,8,1,1,0,7,32.993772,Genuine,7
305,1,18,8,3,1,1,7,27.610546,Genuine,8
305,1,18,6,1,4,1,2,27.092599,Genuine,3
305,1,18,6,2,0,5,6,38.409788,Genuine,11
305,1,18,8,1,6,1,2,37.530529,Genuine,3
305,1,18,4,2,2,5,2,26.190197,Genuine,7
305,1,18,4,3,3,0,1,24.975667,Genuine,1
305,1,18,8,3,2,1,6,20.385646,Genuine,7
305,1,18,8,2,6,2,2,27.658999,Genuine,4
305,1,18,4,2,2,4,2,25.241598,Genuine,6
305,1,18,6,1,0,4,6,26.93706,Genuine,10
305,1,18,6,1,4,0,2,20.47663,Genuine,2
305,1,18,6,1,1,1,5,20.466901,Genuine,6
305,1,18,6,3,2,3,4,29.112651,Genuine,7
305,1,18,4,3,3,1,1,23.301428,Genuine,2
305,1,18,8,2,3,0,5,16.746152,Genuine,5
305,1,18,4,3,2,0,2,22.149509,Genuine,2
304,1,21,4,3,3,3,1,17.367906,Genuine,4
304,1,21,4,3,1,4,3,24.457943,Genuine,7
304,1,21,8,1,3,2,5,19.527685,Genuine,7
304,1,21,6,3,2,5,4,26.172564,Genuine,9
304,1,21,8,1,7,5,1,29.062194,Genuine,6
304,1,21,8,3,5,2,3,36.364487,Genuine,5
304,1,21,6,1,3,5,3,37.494133,Genuine,8
304,1,21,8,1,5,2,3,25.803399,Genuine,5
304,1,21,6,3,3,2,3,41.003481,Genuine,5
304,1,21,4,2,4,8,0,23.236472,Genuine,8
304,1,21,4,2,3,4,1,27.339192,Genuine,5
304,1,21,8,2,6,3,2,23.326282,Genuine,5
304,1,21,6,1,0,8,6,22.074005,Genuine,14
304,1,21,6,2,0,8,6,44.407291,Genuine,14
304,1,21,4,1,1,7,3,35.591971,Genuine,10
304,1,21,4,2,4,1,0,27.768717,Genuine,1
304,1,21,8,2,8,2,0,25.043095,Genuine,2
304,1,21,6,3,2,2,4,33.273641,Genuine,6
303,1,20,4,3,0,7,4,47.66809,Genuine,11
303,1,20,4,1,1,0,3,29.21173,Genuine,3
303,1,20,4,3,0,3,4,43.556123,Genuine,7
303,1,20,4,3,1,4,3,36.728438,Genuine,7
303,1,20,6,2,3,1,3,33.853127,Genuine,4
303,1,20,8,1,1,3,7,36.868659,Genuine,10
303,1,20,8,2,0,3,8,37.970845,Genuine,11
303,1,20,6,2,5,0,1,26.557692,Genuine,1
303,1,20,4,3,1,5,3,24.920728,Genuine,8
303,1,20,6,1,0,3,6,34.540921,Genuine,9
303,1,20,8,1,2,0,6,33.960967,Genuine,6
303,1,20,6,2,1,2,5,28.956384,Genuine,7
303,1,20,6,3,2,3,4,29.671441,Genuine,7
303,1,20,8,2,3,3,5,22.277854,Genuine,8
303,1,20,6,2,2,6,4,23.844378,Genuine,10
303,1,20,8,3,3,1,5,20.916326,Genuine,6
303,1,20,8,1,1,3,7,29.208429,Genuine,10
303,1,20,4,1,1,1,3,30.057556,Genuine,4
302,1,33,8,3,2,5,6,32.41925,Genuine,11
302,1,33,6,1,2,1,4,54.139481,Genuine,5
302,1,33,8,2,6,3,2,46.16736,Genuine,5
302,1,33,6,1,3,0,3,51.306968,Genuine,3
302,1,33,8,3,3,4,5,45.976411,Genuine,9
302,1,33,4,2,2,5,2,42.347172,Genuine,7
302,1,33,8,2,8,0,0,40.894618,Genuine,0
302,1,33,4,3,1,3,3,53.273407,Genuine,6
302,1,33,4,1,4,5,0,32.696413,Genuine,5
302,1,33,6,3,4,1,2,34.758225,Genuine,3
302,1,33,4,1,1,2,3,43.345201,Genuine,5
302,1,33,6,3,1,5,5,46.412933,Genuine,10
302,1,33,4,1,0,3,4,31.198032,Genuine,7
302,1,33,8,1,3,0,5,24.903439,Genuine,5
302,1,33,8,2,0,4,8,29.620257,Genuine,12
302,1,33,4,3,1,2,3,47.340488,Genuine,5
302,1,33,6,2,5,0,1,30.145403,Genuine,1
302,1,33,6,2,3,1,3,31.420771,Genuine,4
301,1,18,4,2,4,2,0,28.856022,Genuine,2
301,1,18,8,3,2,0,6,21.215121,Genuine,6
301,1,18,6,3,3,5,3,26.238069,Genuine,8
301,1,18,6,3,4,0,2,27.062316,Genuine,2
301,1,18,6,1,1,2,5,20.508855,Genuine,7
301,1,18,8,1,1,1,7,19.601337,Genuine,8
301,1,18,4,2,1,2,3,20.625706,Genuine,5
301,1,18,6,2,4,0,2,14.85765,Genuine,2
301,1,18,8,1,1,0,7,17.384193,Genuine,7
301,1,18,4,2,1,1,3,17.537353,Genuine,4
301,1,18,6,3,1,3,5,14.604388,Genuine,8
301,1,18,8,2,2,0,6,15.252869,Genuine,6
301,1,18,8,1,3,0,5,16.92334,Genuine,5
301,1,18,4,1,2,1,2,12.631358,Genuine,3
301,1,18,4,3,1,4,3,9.3503892,Genuine,7
301,1,18,6,2,5,1,1,19.200861,Genuine,2
301,1,18,8,1,6,2,2,14.473295,Genuine,4
301,1,18,4,3,2,0,2,11.279368,Genuine,2
